sentence,mdd,t_depth,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD,stopwords,result
תחזוקה שוטפת לרבות פרישת מצלמות ושירותי שמירה.,3.71,7,6,7,39,5.571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
לאחרונה הושקעו עשרות מיליוני שקלים בהשלמות פיתוח וביעדים ממשיכים לפעול לקידום תקציבים נוספים לפיתוח האזור וקידום הפיכתו לפארק תעשיה מתקדם.,13.39,27,19,20,118,5.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,10,2,4,2,0,8,0,2,0,0,0,0,0,0,0,0,0,0,1
חברת יעדים מנהלת את פיתוח המתחם לרווחת בעלי המגרשים ובכך תאפשר הקמת עסקים נוספים במתחם.,10.61,22,14,15,72,4.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,6,6,2,2,0,10,0,0,0,2,0,0,2,0,0,0,0,1,1
אזור התעשייה באר שבע צפון הוא אזור הממוקם במזרח באר שבע.,6.58,13,10,11,45,4.091,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,4,0,8,0,0,0,0,0,2,0,0,0,0,0,1,1
"האזור מאופיין בעיקר במתחמי תעשייה זעירים, במוסכים ומכוני שירות לרכב.",7.37,17,9,10,57,5.7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,6,4,2,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1
"פנחס החוצב, עתירות ידע ומכתשים צפון ישודרגו בקרוב בפרויקט השלמות פיתוח.",8.84,17,10,11,59,5.364,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,4,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
אומדן לעלות משוערת של פרויקט.,2.61,5,4,5,24,4.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"פארק ההייטק של באר-שבע, שנחנך בספטמבר 2013, הינו פרי יוזמה משותפת של עיריית באר-שבע ואוניברסיטת בן גוריון.",12.12,24,16,19,85,4.474,4,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,2,2,2,2,0,4,14,0,0,0,0,0,2,0,0,0,0,0,2,1
"פארק ההיי טק יוצר רצף גיאוגרפי ייחודי בין החברות הדיירות בפארק, הקמפוס הטכנולוגי של צהל, אוניברסיטת בן-גוריון והמרכז הרפואי סורוקה.",14.83,31,19,22,108,4.909,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,10,2,8,2,14,2,2,8,8,0,0,0,0,0,0,0,2,0,0,0,2,1
"חברות אלה מעסיקות למעלה מ-2,500 מהנדסים ועובדי הייטק.",5.58,12,7,10,43,4.3,4,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,2,2,2,2,2,4,0,0,0,0,0,0,2,0,0,0,0,2,0
"המהלך המשותף, מהווה אבן דרך היסטורית, עתיד לגרום לשינוי כלכלי-חברתי וחינוכי, אשר יהפוך את באר-שבע מעיר מטרופולין למרכז בינלאומי יצרני של חדשנות, סקרנות ופיתוח חשיבה יצירתית ויוביל למימוש חזון פורץ דרך.",21.83,45,30,33,164,4.97,0,7,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,20,6,14,8,4,6,2,2,12,0,0,2,2,0,0,0,0,0,0,2,4,1
המוקד העירוני פועל 24 שעות ביממה לשרות התושבים.,6.85,14,7,8,39,4.875,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"באמצעות המוקד, ניתן לקבל מידע על פעילות העירייה ומוסדותיה, ולהעביר פניות אודות מפגעים ותקלות במערכות העירוניות.",12.59,25,15,16,93,5.812,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,2,6,6,0,0,4,0,0,0,0,0,0,0,6,0,0,2,2,1
"כמו כן, ניתן לקבל דיווח מוסמך על אירועים ציבוריים, שביתות במוסדות חינוך, והפסקות חשמל ומים המתרחשות בעיר.",12.53,26,16,17,85,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,4,2,4,2,0,6,0,0,0,0,0,2,2,4,0,0,2,2,1
בעת אירועי חירום משמש המוקד כמרכז מידע.,4.54,10,6,7,32,4.571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"בחברה עירונית מודרנית, הצורך בשירותים מגוונים הוא גבוה במיוחד.",6.26,12,8,9,52,5.778,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0
"המוקד העירוני הינו מנוף בניה, חיזוק ובקרה.",6.05,10,6,7,34,4.857,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
נחיצותו נדרשת כמענה לצרכים הגוברים בעיר בה השירותים העירוניים הם אבן יסוד לפיתוחה.,11.09,22,12,13,69,5.308,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,8,8,0,4,0,2,0,0,0,0,0,2,0,2,0,0,0,1,1
"על בסיס ההבנה כי עירייה נוצרה למען אזרחיה, וכי אזרחי העיר צריכים לקבל שרות ראשון במעלה ולהיות בקשרי גומלין עם המוסד המבצע למענם, מהווה המוקד העירוני אמצעי הידברות של האזרח עם העירייה.",25.13,49,31,32,149,4.656,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,2,6,16,4,4,0,8,0,0,4,0,0,2,0,8,0,0,2,5,1
"עיקר תפקידו של המוקד העירוני הינו לשמש כתובת מרכזית לפונים בכל תחום עירוני שהוא, לנתב את הפניות למחלקות המתאימות ולבצע מעקב עד גמר הטיפול.",17.97,36,23,24,113,4.708,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,8,6,12,2,0,0,6,0,0,0,2,0,2,2,2,2,0,0,3,1
"באופן זה, נחסך מהתושב החיפוש אחר עובדי המחלקות השונות, עיכובים בירוקרטיים וכדומה.",10.74,21,11,12,67,5.583,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,6,6,8,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,1
צוות המוקדניות היעיל מפנה את הטיפול לגורמים שונים בהתאם לסוג הבעיה ודחיפותה.,9.14,19,11,12,64,5.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,6,8,2,2,0,4,0,0,0,2,0,0,0,0,0,0,0,1,1
השירות לתושב הינו האלמנט המרכזי בעבודתה של העירייה.,7.61,15,7,8,43,5.375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"תפיסה זו, מעמידה את התושב כלקוח, אשר סביבו מתבצעים תהליכי העבודה העירונית.",8.9,20,11,12,60,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,8,0,4,0,2,0,0,2,2,0,0,2,2,0,0,0,2,1
"בהקשר זה, היחידה לפניות הציבור מהווה אמצעי קשר מרכזי בין התושב לעירייה על יחידותיה ואגפיה.",11.85,23,14,15,74,4.933,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,6,8,2,2,0,4,0,0,0,0,0,0,2,4,0,0,0,2,1
"בנוסף, מטפלת היחידה במקרים בהם אגפי העירייה לא הצליחו לטפל, או לחלופין במקרים בהם הטיפול לא התבצע לשביעות רצון התושב.",16.61,33,19,20,95,4.75,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,10,12,0,2,0,6,0,8,2,0,0,0,0,0,0,0,0,3,1
"הליך הטיפול בפניה ומתן המענה לתושב, מתבצעים ברמת שירות ומהימנות גבוהה, תוך שמירה על מסגרת זמן מענה קבוע ומוסכם.",15.2,31,18,19,90,4.737,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,6,8,6,2,2,12,0,0,0,0,0,2,0,4,0,0,0,1,1
מעון יום הכולל שלוש כיתות לילדים בגיל חצי שנה עד שלוש.,6.73,14,10,11,43,3.909,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,2,0,0,0,8,0,0,0,0,0,2,0,2,0,0,0,1,0
מגוון קורסים והשתלמויות לאנשי מקצוע בגיל הרך.,5.19,12,6,7,38,5.429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ניתן להשכיר חדרים לחגיגות ימי הולדת, לימודים, מסיבות גנים ועוד.",7.45,13,9,10,51,5.1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,2,0,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0
"מרכז טיפולי חינוכי הפועל לשיפור יחסי הגומלין בין הורים וילדיהם, מתן הכוונה וייעוץ להורים במשימות ההוריות.",13.43,28,15,16,88,5.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,6,12,4,0,0,10,0,0,0,0,0,0,0,2,0,0,0,1,1
רישום לכל אחת מהתוכניות מתבצע דרך פנייה למרכז לגיל הרך.,8.84,18,9,10,45,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,8,8,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
התוכנית מופעלת במסגרת התוכנית הלאומית לילדים ונוער ובשיתוף עם עיריית באר שבע ומשרד החינוך. ,11.45,24,13,14,76,5.429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,6,8,6,2,0,6,0,0,0,0,0,0,0,2,0,0,0,1,1
"החינוך הקדם יסודי שואף למצוינות, איכות וחדשנות במטרה לקדם ולעודד את ההתפתחות הכללית של הילד.",12.97,26,14,15,76,5.067,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,6,10,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1
החינוך בגיל הרך הוא התשתית לחינוכם הכולל של הילדים.,8.66,17,8,9,42,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
מתן הזדמנות שווה לכל ילד.,2.17,6,4,5,20,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"יצירה של בסיס מושגים עשיר ועמדות חיוביות, כלפי הלמידה וכלפי מערכת החינוך.",8.32,17,11,12,60,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0
"הקניית ערכי חברה, חברות ותרבות ראשוניים.",3.93,7,5,6,33,5.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
השרשת דפוסי התנהגות.,1.03,2,2,3,17,5.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
פתיחת צוהר לידע ומידע.,3.54,6,3,4,18,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
הלמידה בגיל הרך מבוססת על עשייה חינוכית וסביבת למידה מתאימה ומאתגרת.,8.38,16,10,11,57,5.182,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,6,4,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0
"גיבוש מדיניות עירונית לפיתוח, יישום והטמעת פעולות חינוכיות לימודיות מתוכננות ומבוקרות.",8.28,15,10,11,74,6.727,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,2,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
מתן אוטונומיה למוסדות חינוך בגיל הרך.,4.22,10,5,6,31,5.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
איתור ומיפוי צרכים ייחודיים ופיתוח תוכניות חינוכיות וטיפוליות ספציפיות המלוות במערך תמיכה והערכה מעצבת.,9.73,20,13,14,89,6.357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,2,2,8,4,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1
פיתוח מודלים חינוכיים מתקדמים.,2.04,4,3,4,26,6.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
הטמעת שיטות ונהלי עבודה.,2.37,4,3,4,20,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
הכנה אופטימאלית של הילד להשתלבות בעידן הפוסט מודרני.,5.68,13,7,8,44,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
טיפוח אקלים חיובי ומניעת אלימות.,2.75,5,4,5,27,5.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
קידום הישגים לימודיים בדגש על צמצום פערים.,3.13,8,6,7,35,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0
טיפוח ערכים ומורשת עם.,2.37,4,3,4,18,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
קידום לימודי מדע וטכנולוגיה.,2.03,4,3,4,24,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
מסגרות להארכת יום הלימודים בגן הפועלות במהלך השנה בהתאם לכתב ההתחייבות של הגוף המפעיל.,11.89,25,13,14,72,5.143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,12,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1
"הורה המבקש רישום מאוחר, יגיש בקשה כתובה הצהרת רישום מאוחר נפתח בחלון חדש ויעביר למחלקת הרישום.",10.83,22,15,16,77,4.812,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,8,4,2,2,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1
"על ההורה לבצע רישום באתר האינטרנט ולאחר מכן, לפנות לגוף המפעיל לבצע רישום פרונטאלי. ",10.66,21,13,14,68,4.857,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,6,2,0,2,6,0,0,0,0,0,0,0,4,0,0,0,1,1
"בכל מקרה של אי התאמה בין הנתונים שיועברו לרשות על ידי הורי התלמיד במסגרת הבקשה לרישום, לבין הנתונים הנמצאים בידי הרשות או נתונים שיתקבלו לאחר ביצוע בדיקה, יבוטל הרישום שהתבצע על פי הנתונים השגויים והתלמיד ישובץ על ידי הרשות בהתאם לנתונים שבידה.",34.9,70,41,42,200,4.762,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,2,14,28,2,4,0,10,0,0,2,0,0,10,0,14,2,0,0,8,1
"באם מידע יגיע למחלקת רישום תיבדק אמינות המידע. באם ימצא אמת, התלמיד עלול לצאת מהמוסד החינוכי אליו שובץ. ",8.11,16,17,18,83,4.611,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,1
הרשות תעשה מאמץ לשבץ את התלמיד על פי עדיפות ההורה.,5.83,13,9,10,40,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,6,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,2,0
"יחד עם זאת, אין הרשות מחויבת לשבצו במוסד החינוכי המועדף, לרבות ציון קריטריון רצף או איחוד משפחות. ",11.97,23,16,17,78,4.588,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,6,0,4,0,6,0,6,2,0,0,2,2,2,0,0,0,3,1
תלמידים ישובצו לכיתות גן על פי השנתון אליו שייכים על פי הגדרת משרד החינוך.,7.99,18,13,14,60,4.286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,4,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,2,0
מחלקת רישום משריינים מקומות בגנים בעבור תלמידי שנה שנייה בכפוף לדיווח גננת הגן.,8.64,19,12,13,66,5.077,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,4,0,2,0,8,0,0,0,0,0,0,0,2,0,0,0,0,1
הקפצת שנה מצריכה המלצת פסיכולוג.,2.37,4,4,5,27,5.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
על ההורים לבצע רישום על פי השנתון ואז לדאוג לאבחון פרטי.,7.48,14,10,11,45,4.091,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,2,4,2,0,0,2,0,2,0,0,0,0,0,4,0,0,0,2,0
את האבחון יש להעביר לשירות הפסיכולוגי לאשרור.,6.12,13,6,7,38,5.429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0
הבקשה תידון בוועדת תלמידי חוץ והתייחסות תישלח חזרה להורים.,6.17,14,8,9,49,5.444,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
"יודגש כי, אין בהגשת בקשה כל התחייבות או אישור לקבל את התלמיד למוסדות החינוך בבש. ",9.91,22,14,16,64,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,12,4,0,6,6,0,0,0,4,0,0,4,2,0,0,0,0,2,0,0,4,1
"אישור ללימודי חוץ שניתן בשנה מסוימת, אינו תקף לכל הרצף החינוכי.",9.21,18,10,11,51,4.636,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,6,4,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1
אין לבצע רישום ללא אישור הרשות.,2.78,7,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0
"בקשת עדיפות לשיבוץ בגנים בשכונה לתושביה, אך ורק בשכונות בהן יש מצוקת מקומות בגנים, על פי אזור הרישום המקורי.",17.67,36,18,19,87,4.579,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,16,12,2,0,0,6,0,2,2,0,0,0,2,2,0,0,0,3,1
הרשות תעשה מאמץ לשבץ את התלמיד על פי עדיפות ההורה בכפוף לשיקול דעת מקצועי בלבד. ,10.22,21,14,15,64,4.267,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,4,8,0,0,0,6,0,2,0,2,0,0,0,2,0,0,0,2,1
הורים רשאים להגיש ערעור שיבוץ לאחר פירסום הודעות השיבוץ.,4.31,10,8,9,47,5.222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,2,0,0,2,0,0
הורים המבקשים סיוע של סייעת רפואית צמודה לילדם בחינוך הרגיל יצרפו במעמד הרישום פנייה המפרטת את בקשתם בצירוף מסמכים רפואיים עדכניים.,13.58,27,20,21,110,5.238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,8,6,6,0,4,0,4,0,0,0,2,0,4,0,0,0,0,0,2,1
ניטור רמת סוכר והזרקת אינסולין.,2.9,5,4,5,26,5.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
עיריית באר שבע משקיעה מאמצים רבים בפיתוח פני העיר ובשמירה מוקפדת על איכות הסביבה.,9.9,20,13,14,67,4.786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,6,2,4,0,10,0,0,0,0,0,0,0,2,0,0,0,1,0
"למטרה זו מוקצבים משאבים רבים, והעירייה ממשיכה להתפתח ולחשוב על דרכים חדשות למחזר ולשמור על הסביבה.",11.85,25,15,16,81,5.062,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,4,6,6,4,0,0,0,0,0,0,0,0,2,4,0,0,0,2,1
"ברחבי העיר פזורות עמדות שונות לאיסוף נייר, פלסטיק, סוללות, בגדים וזכוכית, והעירייה מפצירה בתושביה לקחת חלק במאמץ ולשמור על העיר, הארץ והעולם.",21.22,41,21,22,114,5.182,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,2,8,12,8,2,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1
טיפול בבקשות היתרי בניה הכוללות פרטי פינוי פסולת בניין.,4.62,10,8,9,46,5.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,2,0,8,0,0,0,0,0,2,0,0,0,0,0,0,1
הסדרת פתרונות טיפול באשפה באזורי תעשייה ומתחמי עסקים קיימים.,5.68,11,8,9,51,5.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
טיפול ומענה בבקשות בונים למתן פתרון לאשפה בפרויקט.,6.6,15,7,8,42,5.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
"כידוע, אחד הדברים המזיקים ביותר לסביבה הן הסוללות.",10.12,16,7,8,41,5.125,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,8,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0
"ברחבי העיר פרוסות עמדות למחזור פסולת אלקטרונית, חשמלית וסוללות.",6.58,13,8,9,53,5.889,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
בבתי הספר היסודיים בעיר נעשות פעילויות חינוכית ייחודיות וחדשניות.,7.11,14,8,9,56,6.222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם ילדיכם לומדים בבתי הספר היסודיים, זו הזדמנות נהדרת עבורכם לקחת חלק בפעילות זו יחד עימם. ",11,21,15,16,73,4.562,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,4,0,2,0,2,0,4,2,0,0,0,4,2,0,0,0,1,1
"שיתוף הפעולה של כולנו לסילוק הפסולת האלקטרונית המזהמת מזרמי הפסולת הרגילים, הכרחי לשם הצלחתנו לגור בסביבה בריאה וסביבתית יותר.",14.01,30,18,19,106,5.579,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,10,6,12,2,2,0,6,0,2,0,0,0,2,0,2,0,2,0,1,1
בעת קניית מוצר חשמלי חדש מחוייב המשווק לקבל מכם מוצר חשמלי ישן למיחזור ללא כל עלות נוספת.,9.91,21,16,17,72,4.235,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,4,4,0,4,0,4,0,0,0,0,0,0,0,4,2,0,0,1,1
מתן תנאים סביבתיים להיתרי בניה ולרישוי עסקים.,4.68,9,6,7,38,5.429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
משרד התקשורת אחראי על מתן אישורים לשחרור מהמכס של ציוד תקשורת קווי ואלחוטי.,8.25,17,12,13,62,4.769,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,6,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,2,1
מעוף היא תוכנית חינוכית המתקיימת ביישובי פריפריה ובשכונות פריפריה המתאפיינים בפערים גדולים בין האוכלוסיות על רקע כלכלי וחברתי.,12.3,25,17,18,108,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,6,2,4,4,0,4,0,0,0,0,0,4,0,4,0,0,0,3,1
התוכנית שואפת להצמיח מקרב הדור הצעיר בישוב את דור העתיד שיהווה את מנהיגות היישוב והקהילה שבתוכם הוא נמצא.,14.01,30,17,18,87,4.833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,4,14,2,4,0,4,0,0,0,4,0,4,2,2,0,0,0,3,1
